,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport
5097,8547-NSBBO,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
6729,2256-YLYLP,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes
1205,6358-LYNGM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
295,8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2298,6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No
3298,1336-EZFZY,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4756,9518-IMLHK,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes
1988,3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
2566,3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1483,0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes
3110,6569-KTMDU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1423,0680-DFNNY,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No
4599,1834-ABKHQ,Female,0,Yes,Yes,52,Yes,No,DSL,No,No,Yes,No
2295,2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No
1400,7521-YXVZY,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
244,4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No
1879,3494-JCHRQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5476,6060-DRTNL,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No
2546,7175-NTIXE,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes
2045,7519-JTWQH,Female,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
597,5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes
6613,9770-LXDBK,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
105,6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No
2793,3904-UKFRE,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No
6630,1226-IENZN,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No
5185,3021-VLNRJ,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes
2078,7746-QYVCO,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No
1955,0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No
5161,0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes
60,0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No
4569,7639-SUPCW,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No
6297,0864-FVJNJ,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
5473,1208-NBVFH,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No
6224,2330-PQGDQ,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes
4045,3677-TNKIO,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No
1722,9060-HJJRW,Female,0,No,No,51,No,No phone service,DSL,No,Yes,Yes,No
1109,3391-JSQEW,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No
5714,6108-OQZDQ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No
2662,8348-HFYIV,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No
3768,3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No
4926,0440-EKDCF,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes
3811,3620-MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes
439,3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes
1086,8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No
1710,6435-SRWBJ,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes
6335,7798-JVXYM,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes
416,4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2572,9153-BTBVV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3341,1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No
6635,5474-LAMUQ,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service
246,0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No
6677,1442-BQPVU,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No
5046,7252-NTGSS,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
6581,2453-SAFNS,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes
5600,3799-ISUZQ,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No
1672,4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
4908,3957-LXOLK,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No
3292,7284-BUYEC,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No
543,1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No
5517,7472-EQOAV,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No
2696,5472-CVMDX,Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes
5707,4537-DKTAL,Female,0,No,No,2,Yes,No,DSL,No,No,No,No
4490,0442-ZXKVS,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
6513,1794-SWWKL,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes
3492,0975-VOOVL,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No
5424,6435-VWCCY,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No
6276,5003-OKNNK,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5155,8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes
2502,9067-YGSCA,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
623,5148-HKFIR,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3976,5261-QSHQM,Female,0,No,No,4,No,No phone service,DSL,No,No,No,No
4364,6741-QRLUP,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5397,2379-ENZGV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No
5648,4291-HYEBC,Female,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,No
4718,3556-BVQGL,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
682,4957-TREIR,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes
6734,8182-PNAGI,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes
3586,8722-NGNBH,Male,0,No,No,5,No,No phone service,DSL,Yes,No,Yes,Yes
3279,6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes
669,0214-JHPFW,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes
5992,0687-ZVTHB,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No
4985,4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes
27,8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No
2538,7758-UJWYS,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes
5863,7969-AULMZ,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No
6801,6668-CNMFP,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes
3133,3181-VTHOE,Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes
4709,4007-NHVHI,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No
5553,6629-CZTTH,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
5616,9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No
3889,2592-HODOV,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3681,4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No
6319,8904-OPDCK,Male,1,Yes,No,54,No,No phone service,DSL,No,No,No,No
414,1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No
6873,6369-MCAKO,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes
6871,4070-OKWVH,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No
221,4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6554,2856-HYAPG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
3167,5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes
2108,0842-IWYCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,No
1248,7321-PKUYW,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes
6890,7470-DYNOE,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,No
7030,0871-OPBXW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6717,3768-NLUBH,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No
2909,9619-GSATL,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes
6214,6725-TPKJO,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4565,1866-DIOQZ,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes
6905,4459-BBGHE,Male,0,No,Yes,30,No,No phone service,DSL,No,No,No,No
5041,4092-OFQZS,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6471,0859-YGKFW,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4123,8910-LEDAG,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No
3073,5762-TJXGK,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No
5196,0786-IVLAW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No
2163,4021-RQSNY,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No
2822,9170-GYZJC,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1536,2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes
1821,3536-IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No
4780,5895-QSXOD,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No
3139,1142-WACZW,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes
4504,8327-WKMIE,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service
982,2483-XSSMZ,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No
5679,5229-PRWKT,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No
5325,2690-DVRVK,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
718,1853-ARAAQ,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No
1540,2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No
5611,6847-KJLTS,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes
7037,2569-WGERO,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6724,7359-SSBJK,Female,1,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes
2432,0023-UYUPN,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6394,2680-XKKNJ,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes
3939,8945-GRKHX,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No
3259,9620-ENEJV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No
5367,9227-YBAXE,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes
5608,9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes
1313,6599-RCLCJ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
6177,1260-TTRXI,Male,0,No,No,4,Yes,No,DSL,No,No,No,No
5408,6407-GSJNL,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
829,5337-IIWKZ,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes
2991,2207-QPJED,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes
2301,4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes
4921,0089-IIQKO,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes
6109,8654-DHAOW,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No
5087,8739-QOTTN,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5310,6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes
1704,0107-YHINA,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No
874,4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No
3843,0812-WUPTB,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No
3709,2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No
5339,3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No
1169,1282-IHQAC,Male,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,No
2737,5074-FBGHB,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes
6521,1092-WPIVQ,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1923,7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service
943,6115-ZTBFQ,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes
1827,2959-EEXWB,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No
4736,3050-RLLXC,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes
4790,5216-WASFJ,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No
2724,4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5264,9309-BZGNT,Male,1,Yes,No,69,No,No phone service,DSL,No,No,Yes,No
5361,2495-TTHBQ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service
872,1764-VUUMT,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service
41,9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No
4574,8999-XXGNS,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No
2258,9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No
5351,5649-VUKMC,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No
6040,0519-XUZJU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
1077,4361-BKAXE,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
4607,2853-CWQFQ,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes
188,0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1028,8436-BJUMM,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No
4426,8652-YHIYU,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes
1941,9261-WDCAF,Male,0,No,No,3,Yes,No,DSL,No,No,No,No
972,0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes
1917,3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2193,6922-NCEDI,Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6495,7254-IQWOZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
5238,7841-FCRQD,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes
4973,7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No
6274,4685-ERGHK,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No
5784,7401-RUBNK,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No
3673,1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No
5747,9730-DRTMJ,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes
3904,4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service
357,8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes
3987,7625-XCQRH,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No
1228,2040-VZIKE,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No
3245,0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes
555,5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No
3156,9467-ROOLM,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2918,2761-XECQW,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No
6632,9259-PACGQ,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes
5633,1222-LRYKO,Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5622,4391-RESHN,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes
2752,4139-SUGLD,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes
2903,0953-LGOVU,Male,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes
1676,0793-TWELN,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No
889,7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
579,2640-LYMOV,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1945,8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service
833,2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No
1853,1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
6411,5119-NZPTV,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No
1970,5445-UTODQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No
4584,7524-VRLPL,Male,1,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes
4330,4013-TLDHQ,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No
208,7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes
1641,5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2323,8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No
1572,7675-OZCZG,Female,1,No,No,3,Yes,No,DSL,No,No,No,No
5457,9496-IVVRP,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No
3557,2045-BMBTJ,Female,1,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No
4051,8152-VETUR,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No
814,4785-NKHCX,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
168,3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No
6934,6257-DTAYD,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes
1734,7511-YMXVQ,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No
2152,0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No
4013,9667-TKTVZ,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes
659,2085-JVGAD,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6527,7551-DACSP,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No
3921,7964-YESJC,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No
5486,7609-YBPXG,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes
6560,9801-NOSHQ,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5957,6877-LGWXO,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No
6514,6166-YIPFO,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes
3566,9677-AVKED,Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes
4205,6427-FEFIG,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No
2192,7622-FWGEW,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes
2274,0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes
956,3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6064,7568-PODML,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No
6968,8685-WHQPW,Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No
6094,7493-GVFIO,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3614,8039-EQPIM,Male,0,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes
3730,6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No
740,4381-MHQDC,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes
5326,5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2188,3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes
2984,6765-MBQNU,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5401,5124-EOGYE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3715,5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No
3399,8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes
6145,5010-IPEAQ,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes
6236,1932-UEDCX,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No
2390,1226-JZNKR,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service
301,8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No
217,0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes
1904,3143-ILDAL,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes
2023,4795-KTRTH,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No
5584,6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No
7029,2235-DWLJU,Female,1,No,No,6,No,No phone service,DSL,No,No,No,No
2232,6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4544,0318-QUUOB,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No
5677,2896-TBNBE,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No
3129,7080-TNUWP,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No
4735,0723-FDLAY,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes
5395,9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No
6122,7609-NRNCA,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3913,8749-TZYEC,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4902,5092-STPKP,Female,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes
1478,9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No
3012,2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes
4487,4116-IQRFR,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
941,0811-GSDTP,Female,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No
4550,4625-XMOYM,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4694,0594-UFTUL,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service
695,2480-JZOSN,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
749,8405-IGQFX,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes
1702,4423-YLHDV,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No
4164,7030-FZTFM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
2579,4361-FEBGN,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5245,5902-WBLSE,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service
94,9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No
1528,8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No,No,No,No
1621,6352-TWCAU,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No
3397,1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes
2173,2038-OEQZH,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No
5768,8679-LZBMD,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No
873,5073-WXOYN,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No
2726,9392-XBGTD,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2542,4826-DXMUP,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes
3606,2623-DRYAM,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No
6848,5916-QEWPT,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No
2998,4770-UEZOX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No
